timestamp,vins_x,vins_y,vins_z,gps_x,gps_y,gps_z,time_diff,error_x,error_y,error_z,error_2d,error_3d
1748025979.1802502,82.77881293665615,-75.01576852243807,-0.1567169748839063,-6.113070482793249e-11,4.251358027352083e-11,-0.0009002686370608,0.10610103607177734,82.77881293671729,-75.01576852248058,-0.1558167062468455,111.712565981766,111.7126746482975
1748025979.2351625,82.78195629316343,-75.01780751171276,-0.1580723801264995,-6.113070482793249e-11,4.251358027352083e-11,-0.0009002686370608,0.05118870735168457,82.78195629322457,-75.01780751175528,-0.1571721114894387,111.71626440050754,111.71637496211886
1748025979.285224,82.78313000171767,-75.02009601963951,-0.1558133416241651,-6.113070482793249e-11,4.251358027352083e-11,-0.0009002686370608,0.0011272430419921875,82.7831300017788,-75.02009601968203,-0.1549130729871043,111.71867086433548,111.71877826826564
1748025979.3354657,82.78155506020886,-75.01847873482046,-0.1582126832304453,-6.113070482793249e-11,4.251358027352083e-11,-0.0009002686370608,0.0013456344604492188,82.78155506027,-75.01847873486298,-0.1573124145933845,111.71641781712124,111.7165285760589
1748025979.3868296,82.77462850833638,-75.01648117628011,-0.14863459792932018,-6.113070482793249e-11,4.251358027352083e-11,-0.0009002686370608,0.0004887580871582031,82.77462850839751,-75.01648117632263,-0.14773432929225938,111.70994392971818,111.71004161763092
1748025979.4661102,82.76880043088732,-75.01631994948613,-0.14068425644747867,-6.113070482793249e-11,4.251358027352083e-11,-0.0009002686370608,0.0027382373809814453,82.76880043094846,-75.01631994952865,-0.13978398781041787,111.70551724757478,111.7056047076935
1748025979.5421746,82.76975644510935,-75.01690468697464,-0.13728666213698487,-8.544310258807807e-11,-7.752711424755589e-11,0.0041046148735527,0.0013709068298339844,82.7697564451948,-75.01690468689712,-0.14139127701053758,111.70661829453022,111.70670777662856
1748025979.6444972,82.77641697654315,-75.01845692140961,-0.13725600166376278,-8.544310258807807e-11,-7.752711424755589e-11,0.0041046148735527,0.0018520355224609375,82.7764169766286,-75.01845692133209,-0.1413606165373155,111.71259591624592,111.71268535475437
1748025979.7416692,82.78030546334429,-75.019371221792,-0.13604233810917168,-3.2005362968537155e-10,8.859818409307685e-11,0.0051040653488873,0.0014917850494384766,82.78030546366435,-75.0193712218806,-0.14114640345805898,111.71609119184177,111.71618035670176
1748025979.8641891,82.77920357604432,-75.01960919833914,-0.13449832606935028,-3.2005362968537155e-10,8.859818409307685e-11,0.0051040653488873,0.00141143798828125,82.77920357636438,-75.01960919842774,-0.13960239141823758,111.7154345156568,111.71552174093665
1748025979.966744,82.77554519855266,-75.01861702225662,-0.1336417174274302,-8.349528357387416e-11,-5.1891894227291896e-11,0.0110015872807467,0.0015485286712646484,82.77554519863615,-75.01861702220472,-0.1446433047081769,111.71205746407001,111.71215110515631
1748025980.0509994,82.77200822966552,-75.01759493693365,-0.13005579577757298,-8.349528357387416e-11,-5.1891894227291896e-11,0.0110015872807467,0.003915071487426758,82.772008229749,-75.01759493688175,-0.1410573830583197,111.70875031303369,111.70883937130947
1748025980.1731489,82.77164496283638,-75.01772890240068,-0.12730522002626068,-0.5981505758920141,2.887204726396841e-08,0.0186004356216073,0.002665281295776367,83.3697955387284,-75.01772893127273,-0.14590565564786798,112.15249645984387,112.15259136834797
1748025980.2410998,82.77409255619648,-75.01905526251306,-0.12481424460833418,-0.5981505758920141,2.887204726396841e-08,0.0186004356216073,0.0013325214385986328,83.3722431320885,-75.01905529138511,-0.14341468022994147,112.15520309681568,112.15529479011894
