timestamp,x,y,z,qx,qy,qz,qw,vx,vy,vz,wx,wy,wz
1748025979.1802502,-0.0039013726261782253,0.010105103857255797,0.03050621876827378,0.9997890558295126,-0.0019350344778266129,0.018615875169185333,-0.008458645091677583,-0.0037050118764329143,-0.01723005201144951,0.01705937199264831,0.0,0.0,0.0
1748025979.2351625,-0.004614368488207348,0.006426815628377376,0.02915081352568054,0.9998092558630024,-0.002551050032398811,0.01775482579582064,-0.007727237239883794,-0.005261883870193392,-0.0253077356519069,-0.011314541818951692,0.0,0.0,0.0
1748025979.285224,-0.006296557125783561,0.004481281848483301,0.031409852028014995,0.9997976164552658,-0.0028974141820791405,0.0186686588821183,-0.006914643661816453,-0.0063190396022225715,-0.010168692848978521,0.003794558341908398,0.0,0.0,0.0
1748025979.3354657,-0.005387020226737313,0.006547387743953667,0.029010510421734727,0.99979721677612,-0.0024573453348412447,0.018685820447838654,-0.007094145108511218,-0.00113897755927322,0.03601298800450518,0.022733839553345812,0.0,0.0,0.0
1748025979.3868296,-0.006129648200683261,0.013717873407900599,0.03858859572285988,0.9997716228368144,-0.0016906536289962254,0.019277725537035207,-0.00906714721773098,-0.002715874024111099,0.04260865635318877,0.0649609162711206,0.0,0.0,0.0
1748025979.4661102,-0.008163397559693232,0.019181969341924177,0.046538937204701356,0.9997443343067636,-0.0015398173993376384,0.019886437145801957,-0.010650098663812736,-0.01784669006554433,0.022228026909037104,0.051493688598305436,0.0,0.0,0.0
1748025979.5421746,-0.008347427487240586,0.01807652187185864,0.04993653151519512,0.9997309564681801,-0.0011264831563004031,0.02064886333408896,-0.010505720247864284,-0.004730176442826997,-0.009170253579270215,0.03681385412695876,0.0,0.0,0.0
1748025979.6444972,-0.007291555203091656,0.011319507409807484,0.04996719198841724,0.999736307926989,-0.0015543036762102874,0.020912224191111748,-0.009358292150578462,0.01313750711062307,-0.035400661939055444,0.02809614984578222,0.0,0.0,0.0
1748025979.7416692,-0.006682626961758344,0.007371662277501035,0.051180855543008344,0.9997512635311033,-0.0022639005369571473,0.020847901961405627,-0.00759281279426679,0.0042646847602940295,-0.02014522189019396,-0.005557917733094127,0.0,0.0,0.0
1748025979.8641891,-0.007316049221780894,0.008304166807903229,0.05272486758282972,0.9997479903708298,-0.0020638501997745926,0.021120029212218307,-0.007323976919333846,-0.013056575469352105,0.02672607995722936,0.016466577856032595,0.0,0.0,0.0
1748025979.966744,-0.00776657190680127,0.0120678310544454,0.05358147622474983,0.9997267504832399,-0.0013503022264715185,0.021737800071547055,-0.00848935216424597,0.0008443125340528909,0.031317960477294765,-0.002757579864047499,0.0,0.0,0.0
1748025980.0509994,-0.008143882763191366,0.015730131401726397,0.057167397874607034,0.9997097805842191,-0.0015360839754169954,0.021748041815790042,-0.01024781574052539,0.0061494597267161616,0.013902323716887292,0.003886054580234674,0.0,0.0,0.0
1748025980.1731489,-0.008404175530644506,0.0160167621933483,0.05991797362591932,0.9996998265602531,-0.0014162736101337291,0.02190728151252215,-0.010877589861369151,-0.013500707715901818,0.004202282471928868,0.02791624957590271,0.0,0.0,0.0
1748025980.2410998,-0.00871707060148678,0.013250529904046042,0.06240894904384584,0.9997060261720235,-0.0011044657095213438,0.022408895607128214,-0.009191451925944808,-0.004688807986091732,-0.016388181145178177,0.0459294497526226,0.0,0.0,0.0
1748025980.3300965,-0.009445182225637533,0.010620155060813609,0.06789676200558724,0.9997121849650517,-0.0017899278253368026,0.022620163762980466,-0.007789196500188556,-0.004579872205394322,-0.029222632127021246,0.049822117833573744,0.0,0.0,0.0
1748025980.4411118,-0.01192107455394052,0.008523989680433358,0.07313461194015035,0.9997039953095741,-0.0024353575595089925,0.02305263879913309,-0.0073869235835478065,-0.022172480624729766,-0.013432133250753112,0.044462460202003014,0.0,0.0,0.0
1748025980.5534236,-0.015067031824981118,0.005152402229162973,0.07897423603041849,0.9996912905500164,-0.003416776567123229,0.023310600876130166,-0.00789082525006924,-0.029031643459021376,-0.03717325628936577,0.03961410128183357,0.0,0.0,0.0
1748025980.6374385,-0.01836844294767066,-0.0021589216405370325,0.08479626259655713,0.999679664256663,-0.005415741801844954,0.02351716800610982,-0.007627674704236354,-0.014532728258073445,-0.06001435010710195,-0.014469029151781122,0.0,0.0,0.0
1748025980.760372,-0.02044000680045431,-0.009882081139294981,0.08771099872520856,0.9996785247372717,-0.006693679446287981,0.023343134049084623,-0.007289713804335942,0.0001659681729910181,-0.04669735311696805,-0.014607859896383971,0.0,0.0,0.0
1748025980.8508778,-0.022412050772024805,-0.013556063701231486,0.09070092259207703,0.9996752496820113,-0.007116099912107437,0.023468298066269006,-0.00692786266623658,-0.012902800945284395,-0.004636993348779934,0.010640193579611632,0.0,0.0,0.0
1748025980.9435983,-0.02435024041927451,-0.012771750847378045,0.09513578734326257,0.9996721418171948,-0.007150443140908453,0.023502425727927247,-0.007219142775593393,-0.012364919538114937,0.020481155100242638,0.030186875487651605,0.0,0.0,0.0
1748025981.0284622,-0.026266923619382546,-0.012107740667912707,0.09938789023045472,0.9996595132806105,-0.007246514011011608,0.023534348766109964,-0.00863017789019289,-0.0070753276728061434,-0.007418124301108698,0.015354942961137605,0.0,0.0,0.0
1748025981.1020103,-0.027009705942020585,-0.013258399542622826,0.10246377728238273,0.9996518405126856,-0.00741489545025999,0.023521924942325353,-0.009377426729622121,0.004749896747958554,-0.030439249612448864,0.029231927229559626,0.0,0.0,0.0
1748025981.1943698,-0.027373474426587965,-0.01626422164416639,0.10512427121920978,0.9996496996484672,-0.008301755646809782,0.023404964979894877,-0.009152401881468049,-0.008688561021558653,-0.032687335988808824,0.022418300582501712,0.0,0.0,0.0
1748025981.2851686,-0.02833098763812782,-0.019694799619031943,0.1064819320411475,0.999641332828326,-0.008934011192974883,0.023531274518214816,-0.009147035845567973,-0.015476153171817669,-0.023579773931207193,0.01778731963678172,0.0,0.0,0.0
1748025981.3802788,-0.03090552180898944,-0.02452525113133713,0.10965330849454563,0.9996365228204835,-0.010040775574828215,0.02343520752642814,-0.008763339399005773,-0.01278000563762128,-0.038550717402075795,0.019852741162999444,0.0,0.0,0.0
1748025981.5203042,-0.034072154599163046,-0.03173050754377883,0.11271918658386665,0.9996203214766995,-0.01152978094850857,0.023644387266004967,-0.008198779965000721,-0.03238357814710259,-0.06772903500543521,0.016621863612292738,0.0,0.0,0.0
1748025981.625482,-0.03911081688234207,-0.04141430744366317,0.11718171654635165,0.9995999850152786,-0.01323889949849872,0.02372349240850098,-0.00786113258170828,-0.04842062399169952,-0.07287083066603639,0.02265811672952541,0.0,0.0,0.0
1748025981.7181976,-0.04557633087604619,-0.05224088561847649,0.11921682435819797,0.9995748818014301,-0.01503666441617304,0.023551039648315956,-0.008324837918924622,-0.04374537555785609,-0.07883501018095745,0.0058376756766691075,0.0,0.0,0.0
1748025981.8031888,-0.051373348379284284,-0.06422983765169082,0.12154428706745947,0.9995430253810207,-0.017137866919661446,0.02341213356256231,-0.008479736531814426,-0.02977056204640121,-0.09995442356180453,0.00989480280998186,0.0,0.0,0.0
1748025981.9043763,-0.0542318019553141,-0.07317455270097109,0.12494306751256655,0.9995152984356105,-0.01872251959030765,0.02359558612258595,-0.00786662372906998,-0.022836660159628135,-0.06197781161199181,0.03290141932324853,0.0,0.0,0.0
1748025982.0049453,-0.05519614355179185,-0.07625011966730033,0.1300168084723265,0.999505472080947,-0.019478331672850336,0.023476285752319376,-0.007633471213103622,-0.007792551999067147,-0.022035147883387604,0.05754253088707185,0.0,0.0,0.0
