timestamp,latitude,longitude,altitude,x_local,y_local,z_local,source
1748025979.2863512,4.251358027352083e-11,-6.113070482793249e-11,-0.0009002686370608329,-6.113070482793249e-11,4.251358027352083e-11,-0.0009002686370608329,ppk
1748025979.3368113,4.251358027352083e-11,-6.113070482793249e-11,-0.0009002686370608329,-6.113070482793249e-11,4.251358027352083e-11,-0.0009002686370608329,ppk
1748025979.3873184,4.251358027352083e-11,-6.113070482793249e-11,-0.0009002686370608329,-6.113070482793249e-11,4.251358027352083e-11,-0.0009002686370608329,ppk
1748025979.4688485,4.251358027352083e-11,-6.113070482793249e-11,-0.0009002686370608329,-6.113070482793249e-11,4.251358027352083e-11,-0.0009002686370608329,ppk
1748025979.5435455,-7.752711424755589e-11,-8.544310258807807e-11,0.004104614873552727,-8.544310258807807e-11,-7.752711424755589e-11,0.004104614873552727,ppk
1748025979.6463492,-7.752711424755589e-11,-8.544310258807807e-11,0.004104614873552727,-8.544310258807807e-11,-7.752711424755589e-11,0.004104614873552727,ppk
1748025979.743161,8.859818409307686e-11,-3.200536296853716e-10,0.005104065348887341,-3.200536296853716e-10,8.859818409307686e-11,0.005104065348887341,ppk
1748025979.8656006,8.859818409307686e-11,-3.200536296853716e-10,0.005104065348887341,-3.200536296853716e-10,8.859818409307686e-11,0.005104065348887341,ppk
1748025979.9682925,-5.1891894227291896e-11,-8.349528357387417e-11,0.011001587280746777,-8.349528357387417e-11,-5.1891894227291896e-11,0.011001587280746777,ppk
1748025980.0549145,-5.1891894227291896e-11,-8.349528357387417e-11,0.011001587280746777,-8.349528357387417e-11,-5.1891894227291896e-11,0.011001587280746777,ppk
1748025980.1758142,2.8872047263968412e-08,-0.5981505758920141,0.01860043562160731,-0.5981505758920141,2.8872047263968412e-08,0.01860043562160731,ppk
1748025980.2424324,2.8872047263968412e-08,-0.5981505758920141,0.01860043562160731,-0.5981505758920141,2.8872047263968412e-08,0.01860043562160731,ppk
1748025980.3308978,2.8699840879263554e-08,-0.5981505763152059,0.0212020595323929,-0.5981505763152059,2.8699840879263554e-08,0.0212020595323929,ppk
1748025980.4423764,2.8699840879263554e-08,-0.5981505763152059,0.0212020595323929,-0.5981505763152059,2.8699840879263554e-08,0.0212020595323929,ppk
1748025980.553623,2.8369002493954938e-08,-0.5981505774452888,0.033699007951317216,-0.5981505774452888,2.8369002493954938e-08,0.033699007951317216,ppk
1748025980.6381485,2.8369002493954938e-08,-0.5981505774452888,0.033699007951317216,-0.5981505774452888,2.8369002493954938e-08,0.033699007951317216,ppk
1748025980.7604601,2.8277894254633085e-08,-0.5981505779808297,0.03910061961155909,-0.5981505779808297,2.8277894254633085e-08,0.03910061961155909,ppk
1748025980.8607814,2.8277894254633085e-08,-0.5981505779808297,0.03910061961155909,-0.5981505779808297,2.8277894254633085e-08,0.03910061961155909,ppk
1748025980.9445984,2.9015111828213474e-08,-0.5981505777513058,0.037803622109398326,-0.5981505777513058,2.9015111828213474e-08,0.037803622109398326,ppk
1748025981.0285523,2.9015111828213474e-08,-0.5981505777513058,0.037803622109398326,-0.5981505777513058,2.9015111828213474e-08,0.037803622109398326,ppk
1748025981.1040764,2.9015111828213474e-08,-0.5981505777513058,0.037803622109398326,-0.5981505777513058,2.9015111828213474e-08,0.037803622109398326,ppk
1748025981.195279,2.8058714802258264e-08,-0.5981505778062851,0.03849789736691435,-0.5981505778062851,2.8058714802258264e-08,0.03849789736691435,ppk
1748025981.2847128,2.8058714802258264e-08,-0.5981505778062851,0.03849789736691435,-0.5981505778062851,2.8058714802258264e-08,0.03849789736691435,ppk
