timestamp,vins_x,vins_y,vins_z,gps_x,gps_y,gps_z,time_diff,error_x,error_y,error_z,error_2d,error_3d
1748023035.8972063,-0.25860105091392427,3.7996066665716626,-0.02815003518822486,0.02492159217483425,1.688345610056849,1.0,0.040550947189331055,-0.2835226430887585,2.1112610565148135,-1.028150035188225,2.130213214187745,2.36535427214564
1748023035.975014,-0.2752597341851768,3.805452248657133,0.0009549308336113393,0.07476477652450275,1.892431343453556,1.0,0.07613015174865723,-0.35002451070967955,1.913020905203577,-0.9990450691663887,1.9447792013088436,2.1863799285735173
1748023036.0643642,-0.30073775442880546,3.8089970658134504,0.05060284017376834,0.07476477652450275,1.892431343453556,1.0,0.013220071792602539,-0.3755025309533082,1.9165657223598944,-0.9493971598262316,1.953004433911312,2.171538921125606
1748023036.1393223,-0.32917736958021493,3.8172018552553695,0.11870110673193185,0.07476477652450275,1.892431343453556,1.0,0.08817815780639648,-0.4039421461047177,1.9247705118018135,-0.8812988932680681,1.9667004806277697,2.1551330631255747
1748023036.2149923,-0.3593249918271795,3.830580298718104,0.19592631879844674,0.11214716478675414,2.1150703252689667,1.0999999999999943,0.03245425224304199,-0.4714721566139336,1.7155099734491372,-0.9040736812015475,1.7791178891421595,1.9956476854662926
1748023036.2848103,-0.38588023862054754,3.851456465400119,0.2751990062849031,0.11214716478675414,2.1150703252689667,1.0999999999999943,0.03736376762390137,-0.49802740340730167,1.7363861401311524,-0.8248009937150912,1.8063964465709572,1.9857907244766713
1748023036.350737,-0.4109417424366484,3.8813733176248633,0.3555169906490788,0.11214716478675414,2.1150703252689667,1.0999999999999943,0.10329055786132812,-0.5230889072234025,1.7663029923558966,-0.7444830093509155,1.8421314463592353,1.986882788912764
1748023036.4208534,-0.4322244563791351,3.9184573524005373,0.4308444497850105,0.14952955358024117,2.3377093062934042,1.2999999999999972,0.04153776168823242,-0.5817540099593763,1.580748046107133,-0.8691555502149866,1.6843996299498918,1.8954243545562162
1748023036.4837196,-0.4498552944449763,3.960638947374875,0.49821255147106236,0.14952955358024117,2.3377093062934042,1.2999999999999972,0.021328449249267578,-0.5993848480252175,1.6229296410814706,-0.8017874485289348,1.7300759566975794,1.9068366287025178
1748023036.5334053,-0.4652046800828451,4.008410596692059,0.5579808226811764,0.14952955358024117,2.3377093062934042,1.2999999999999972,0.0710141658782959,-0.6147342336630863,1.6707012903986547,-0.7420191773188207,1.7802081282190214,1.9286610483145998
1748023036.592158,-0.47706350433361777,4.058526195650948,0.6055041205123747,0.17445114575507545,2.5603482881088144,1.3999999999999915,0.07292795181274414,-0.6515146500886932,1.498177907542134,-0.7944958794876168,1.6337100054561455,1.8166540904779647
1748023036.644406,-0.48631789492727506,4.114053204730439,0.6441158251559557,0.17445114575507545,2.5603482881088144,1.3999999999999915,0.020679950714111328,-0.6607690406823505,1.5537049166216246,-0.7558841748440358,1.6883763481695908,1.849858259120988
1748023036.7238317,-0.4917037682680103,4.172543265447899,0.6729077050509917,0.17445114575507545,2.5603482881088144,1.3999999999999915,0.058745622634887695,-0.6661549140230858,1.612194977339085,-0.7270922949489997,1.7444010474757454,1.8898672492555346
1748023036.84368,-0.4944268073267999,4.238946524486238,0.6988394177345401,0.1993727379299097,2.764434021505522,1.5999999999999943,0.002757549285888672,-0.6937995452567096,1.474512502980716,-0.9011605822654543,1.6295842814794432,1.8621587809512608
1748023036.9412131,-0.49353399451045377,4.312647244586707,0.725653905365695,0.1993727379299097,2.764434021505522,1.5999999999999943,0.09477567672729492,-0.6929067324403635,1.5482132230811847,-0.8743460946342994,1.696196900122333,1.9082885047043758
1748023037.0455132,-0.48863591092794323,4.393165326959796,0.7553441807140389,0.2367551261921611,2.949966505692553,1.7000000000000028,0.0033044815063476562,-0.7253910371201043,1.4431988212672429,-0.944655819285964,1.615244561805221,1.8712000457867075
1748023037.173796,-0.47866800455611624,4.4804095625919445,0.788205119753157,0.2741375144544124,3.135498990670557,1.7999999999999972,0.0744619369506836,-0.7528055190105287,1.3449105719213876,-1.0117948802468402,1.541265906947476,1.8436999418593967
1748023037.2407916,-0.4648418433668624,4.577226896832499,0.8241949743492236,0.2741375144544124,3.135498990670557,1.7999999999999972,0.007466316223144531,-0.7389793578212749,1.4417279061619426,-0.9758050256507735,1.620083283875259,1.8912602398341032
1748023037.3431106,-0.44652093201120024,4.681738556468083,0.8582445340268886,0.2741375144544124,3.135498990670557,1.7999999999999972,0.09485268592834473,-0.7206584464656127,1.5462395657975265,-0.9417554659731086,1.7059324111171443,1.9486171376107162
1748023037.448887,-0.4254254917123177,4.790347738410709,0.8867456540255844,0.3239806988040809,3.3024782264388852,1.7999999999999972,0.0003311634063720703,-0.7494061905163987,1.487869511971824,-0.9132543459744128,1.6659427730386103,1.8998417890657966
1748023037.5543723,-0.4048531419289816,4.902310637861703,0.9060556188872053,0.3239806988040809,3.3024782264388852,1.7999999999999972,0.10515403747558594,-0.7288338407330626,1.5998324114228177,-0.8939443811127918,1.7580280179896608,1.9722573535316803
1748023037.648082,-0.38263853680554405,5.014986862733636,0.9168499312923579,0.38628467977240233,3.4509042145794835,1.8999999999999915,0.014156579971313477,-0.7689232165779464,1.5640826481541525,-0.9831500687076336,1.7428704608345058,2.001045102152699
1748023037.772046,-0.3601381091200295,5.126393067199103,0.9195694331652225,0.46104945629690497,3.5993302019291087,2.0,0.08296632766723633,-0.8211875654169345,1.5270628652699947,-1.0804305668347776,1.7338598594125183,2.042939113589271
1748023037.8844452,-0.33677296909723964,5.240406982337305,0.9195608236982932,0.46104945629690497,3.5993302019291087,2.0,0.02943277359008789,-0.7978224253941446,1.6410767804081963,-1.0804391763017067,1.8247338495399066,2.120613693095524
1748023037.9927404,-0.31285351266370753,5.350105124266875,0.9237530077248711,0.5482750289088248,3.729202941651003,2.0,0.05337691307067871,-0.8611285415725324,1.6209021826158723,-1.076246992275129,1.835447152799485,2.127715638684126
1748023038.0973227,-0.2872845149660108,5.463689393233807,0.9362038779746124,0.5482750289088248,3.729202941651003,2.0,0.05120539665222168,-0.8355595438748357,1.734486451582804,-1.0637961220253875,1.9252540097567983,2.1996056899637453
1748023038.196483,-0.2609451914341818,5.581711719767284,0.9606298367720292,0.6355006020519804,3.8590756805819244,2.0999999999999943,0.0505213737487793,-0.8964457934861623,1.72263603918536,-1.1393701632279651,1.9419294488109653,2.251500467024908
1748023038.3149807,-0.235097185952565,5.699032989105959,1.001410606371899,0.6355006020519804,3.8590756805819244,2.0999999999999943,0.06797647476196289,-0.8705977880045455,1.8399573085240344,-1.0985893936280953,2.035530251720523,2.3130676733423865
1748023038.4126256,-0.21277966777261526,5.810628103862882,1.0527931493955536,0.7227261746639003,3.988948419512847,2.0999999999999943,0.04009127616882324,-0.9355058424365156,1.8216796843500354,-1.0472068506044407,2.047849616941268,2.300071790522933
