timestamp,vins_x,vins_y,vins_z,gps_x,gps_y,gps_z,error_2d,error_3d,error_x,error_y,error_z
1645814038.5846663,-0.002053082820351616,0.00720419784040735,0.0073489587173912446,-0.02253825944299947,0.018553248418703146,0.0,0.023418868680826453,0.024544869209668137,0.02048517662264785,0.011349050578295796,0.0073489587173912446
1645814038.6845334,-0.006522293104486114,0.024283680200416907,0.036453924739227414,-0.034551878598361244,0.018553248418703146,0.0,0.02860936055495352,0.04633987635133036,0.02802958549387513,0.005730431781713761,0.036453924739227414
1645814038.784884,-0.017830634608782377,0.0473881528546254,0.08610183407938447,-0.05133628413996498,0.03240416083942267,0.037327459073840476,0.036703522545092265,0.06104169250929672,0.0335056495311826,0.01498399201520273,0.048774375005544
1645814038.8850458,-0.026931786856636906,0.07555372239453806,0.15420010063754797,-0.06952981956641034,0.050463423143180336,0.08599619323888154,0.049437996594376775,0.08423709688558524,0.042598032709773435,0.025090299251357723,0.06820390739866643
1645814038.985461,-0.032698890980740164,0.10802836460431645,0.23142531270406283,-0.08370360507117669,0.0689690310817525,0.17173560944845306,0.0642426057587491,0.08769249152246054,0.051004714090436526,0.03905933352256395,0.059689703255609766
1645814039.0841737,-0.03024126998719943,0.141717466204746,0.3106980001905192,-0.09602815659639694,0.08731942093585007,0.2706422237510956,0.08536428866222844,0.09429489384358701,0.0657868866091975,0.05439804526889594,0.040055776439423596
1645814039.183313,-0.019453290524575933,0.17922368595128557,0.3910159845546949,-0.11747013454287825,0.119245017072612,0.37135886498561316,0.11491188986247582,0.11658106527871044,0.09801684401830231,0.05997866887867358,0.019657119569081727
1645814039.283019,-0.0006103749568412073,0.2176049845341649,0.46634344369062664,-0.1428592604179305,0.15704763868594812,0.4732348835679672,0.15460251469850883,0.15475603217543943,0.1422488854610893,0.06055734584821679,0.006891439877340588
1645814039.3819046,0.024500712618515278,0.2558092602931054,0.5337115453766784,-0.1585604613388897,0.1938720082208996,0.536237282495006,0.19325531455802,0.19327181882755218,0.18306117395740498,0.06193725207220582,0.002525737118327598
1645814039.4828284,0.0555219372840554,0.29524804498779944,0.5934798165867925,-0.1710990115142822,0.2312100461860265,0.586549277360459,0.23549505244228514,0.23559701207520095,0.2266209487983376,0.06403799880177294,0.006930539226333465
1645814039.581191,0.09043828142753854,0.3331037431490163,0.6410031144179907,-0.17895064473086966,0.2813888541120575,0.6361092416907254,0.274307898692118,0.27435155052442467,0.2693889261584082,0.05171488903695881,0.00489387272726538
1645814039.683275,0.13129726870012837,0.37182629009046425,0.6796148190615717,-0.18538549304434548,0.3388750717464896,0.6877499897483417,0.3183924533911875,0.318496366350642,0.31668276174447385,0.03295121834397463,0.008135170686769944
1645814039.7808366,0.17677598450479148,0.40899860832773505,0.7084066989566078,-0.19112743678730099,0.39644774783408526,0.7000000000000028,0.3681174425337082,0.36821342192389583,0.36790342129209247,0.012550860493649785,0.008406698956604952
1645814039.8808322,0.23030407707012696,0.4483883412405762,0.7343384116401561,-0.19687462066747025,0.45634781412366526,0.7000000000000028,0.42725284435491595,0.4286305163230153,0.4271786977375972,0.00795947288308907,0.03433841164015328
1645814039.9813354,0.2919039977488084,0.4888610855314322,0.761152899271311,-0.19571836294337047,0.5259133172725637,0.7293269784763555,0.48902805085599316,0.49006257126866837,0.48762236069217885,0.037052231741131536,0.0318259207949555
1645814040.0812793,0.36139548688612794,0.5298255304721141,0.7908431746196549,-0.1893150803166658,0.6021856151694761,0.7807144065490315,0.5554440662084997,0.5555364098138489,0.5507105672027938,0.07236008469736199,0.010128768070623462
1645814040.1807466,0.43929821871961394,0.5703481190043854,0.823704113658773,-0.17852689751430387,0.6932341522631147,0.7999999999999972,0.6299276557030336,0.6303734896264814,0.6178251162339178,0.12288603325872927,0.023704113658775894
1645814040.2809315,0.5272949176989241,0.6130252781345699,0.8596939682548397,-0.16496855964553395,0.7941712067094251,0.7999999999999972,0.7155714985270777,0.7180570585617119,0.692263477344458,0.18114592857485523,0.05969396825484252
