timestamp,latitude,longitude,altitude,status,service
1748023024.047295,47.80751516666667,-52.786234666666665,47.2,2,1
1748023024.244109,47.80751516666667,-52.786234666666665,47.2,2,1
1748023024.448557,47.80751516666667,-52.786234666666665,47.2,2,1
1748023024.6641352,47.80751516666667,-52.786234666666665,47.2,2,1
1748023024.8538747,47.80751516666667,-52.786234666666665,47.2,2,1
1748023025.049507,47.80751516666667,-52.786234666666665,47.2,2,1
1748023025.2449746,47.80751516666667,-52.786234666666665,47.2,2,1
1748023025.4459534,47.80751516666667,-52.786234666666665,47.2,2,1
1748023025.6512718,47.80751516666667,-52.786234666666665,47.2,2,1
1748023025.8502378,47.80751516666667,-52.786234666666665,47.2,2,1
1748023026.0396886,47.80751516666667,-52.786234666666665,47.2,2,1
1748023026.2467363,47.80751516666667,-52.786234666666665,47.2,2,1
1748023026.4479775,47.80751516666667,-52.786234666666665,47.2,2,1
1748023026.662351,47.80751516666667,-52.786234666666665,47.2,2,1
1748023026.8527117,47.80751516666667,-52.786234666666665,47.2,2,1
1748023027.048911,47.80751516666667,-52.786234666666665,47.2,2,1
1748023027.2461097,47.80751516666667,-52.786234666666665,47.2,2,1
1748023027.446563,47.80751516666667,-52.786234666666665,47.2,2,1
1748023027.6499262,47.80751516666667,-52.786234666666665,47.2,2,1
1748023027.8457355,47.80751516666667,-52.786234666666665,47.2,2,1
1748023028.0470614,47.80751516666667,-52.786234666666665,47.2,2,1
1748023028.247508,47.80751516666667,-52.786234666666665,47.2,2,1
1748023028.4454808,47.80751516666667,-52.786234666666665,47.2,2,1
1748023028.6645474,47.80751516666667,-52.786234666666665,47.2,2,1
1748023028.8584177,47.80751516666667,-52.786234666666665,47.2,2,1
1748023029.0447707,47.80751516666667,-52.786234666666665,47.2,2,1
1748023029.2472844,47.80751516666667,-52.786234666666665,47.2,2,1
1748023029.4483473,47.80751516666667,-52.786234666666665,47.2,2,1
1748023029.6458075,47.80751516666667,-52.786234666666665,47.2,2,1
1748023029.849517,47.80751516666667,-52.786234666666665,47.2,2,1
1748023030.0455818,47.80751516666667,-52.786234666666665,47.2,2,1
1748023030.244686,47.80751516666667,-52.786234666666665,47.2,2,1
1748023030.445023,47.80751516666667,-52.786234666666665,47.2,2,1
1748023030.6628568,47.80751516666667,-52.786234666666665,47.2,2,1
1748023030.8533003,47.80751516666667,-52.786234666666665,47.2,2,1
1748023031.0442085,47.80751516666667,-52.786234666666665,47.2,2,1
1748023031.2450924,47.80751516666667,-52.786234666666665,47.2,2,1
1748023031.4414594,47.80751516666667,-52.786234666666665,47.2,2,1
1748023031.6511016,47.80751516666667,-52.786234666666665,47.2,2,1
1748023031.8532023,47.80751516666667,-52.786234666666665,47.2,2,1
1748023032.045563,47.80751516666667,-52.786234666666665,47.2,2,1
1748023032.2471209,47.80751516666667,-52.786234666666665,47.2,2,1
1748023032.4481885,47.80751516666667,-52.786234666666665,47.2,2,1
1748023032.6632097,47.80751516666667,-52.786234666666665,47.2,2,1
1748023032.8562622,47.80751516666667,-52.786234666666665,47.2,2,1
1748023033.0493064,47.80751516666667,-52.786234666666665,47.2,2,1
1748023033.2381349,47.807515333333335,-52.78623483333333,47.2,2,1
1748023033.451089,47.807515333333335,-52.786235166666664,47.2,2,1
1748023033.65899,47.80751566666667,-52.78623566666667,47.3,2,1
1748023033.8509808,47.807516,-52.786236,47.5,2,1
1748023034.049406,47.807516666666665,-52.78623666666667,47.7,2,1
1748023034.2473922,47.80751733333334,-52.786237,47.8,2,1
1748023034.4452114,47.807518333333334,-52.786237166666666,47.900000000000006,2,1
1748023034.6653001,47.8075195,-52.78623733333333,47.900000000000006,2,1
1748023034.8592162,47.807520833333335,-52.786237166666666,48.0,2,1
1748023035.0426106,47.8075225,-52.786236833333334,48.0,2,1
1748023035.253855,47.80752433333333,-52.786236333333335,48.099999999999994,2,1
1748023035.4530573,47.80752616666667,-52.78623566666667,48.099999999999994,2,1
1748023035.6518407,47.807528166666664,-52.786235,48.2,2,1
1748023035.8566554,47.80753033333333,-52.78623433333333,48.2,2,1
1748023036.0511441,47.80753216666667,-52.78623366666667,48.2,2,1
1748023036.2474465,47.80753416666667,-52.78623316666667,48.3,2,1
1748023036.4623911,47.807536166666665,-52.78623266666666,48.5,2,1
1748023036.665086,47.80753816666667,-52.78623233333333,48.599999999999994,2,1
1748023036.8464375,47.80754,-52.786232,48.8,2,1
1748023037.0488176,47.807541666666665,-52.7862315,48.900000000000006,2,1
1748023037.2482579,47.807543333333335,-52.786231,49.0,2,1
1748023037.4492183,47.80754483333333,-52.786230333333336,49.0,2,1
1748023037.6622386,47.80754616666667,-52.7862295,49.099999999999994,2,1
1748023037.8550124,47.8075475,-52.7862285,49.2,2,1
1748023038.0461173,47.80754866666667,-52.786227333333336,49.2,2,1
1748023038.2470043,47.80754983333333,-52.786226166666665,49.3,2,1
1748023038.4527168,47.807551,-52.786225,49.3,2,1
1748023038.6542046,47.807552,-52.786223666666665,49.400000000000006,2,1
1748023038.8549852,47.80755283333333,-52.786222333333335,49.400000000000006,2,1
1748023039.0482051,47.8075535,-52.786220666666665,49.5,2,1
1748023039.247295,47.807554,-52.7862185,49.5,2,1
1748023039.449411,47.807554333333336,-52.786216333333336,49.400000000000006,2,1
1748023039.652285,47.8075545,-52.786213833333335,49.400000000000006,2,1
1748023039.8517246,47.8075545,-52.78621116666667,49.400000000000006,2,1
1748023040.0483813,47.807554333333336,-52.7862085,49.400000000000006,2,1
1748023040.2503774,47.80755416666667,-52.78620566666667,49.400000000000006,2,1
1748023040.4429984,47.80755383333333,-52.78620316666667,49.5,2,1
1748023040.6630504,47.8075535,-52.78620083333333,49.5,2,1
1748023040.854265,47.807553,-52.7861985,49.5,2,1
1748023041.0523722,47.807552666666666,-52.7861965,49.599999999999994,2,1
1748023041.2566838,47.80755216666667,-52.7861945,49.599999999999994,2,1
